arbitro_principal	arbitro_principal_quadro_fifa	aux1_quadro_fifa	aux2_quadro_fifa	auxiliares	cidade	clubem	clubev	estado_m	estado_v	clássico	data	estadio	hora	ingressos_disponiveis	porcentagem_ingresso_vendido	observacoes	Publico_pagante	placar_mandante	placar_visitante	quarto_arbitro	quarto_arbitro_quadro_fifa	renda_bruta	renda_liq	ano	rodada	vitoria_mandante	empate_mandante	derrota_mandante	vitoria_visitante	empate_vvisitante	derrota_visitante	mandante_posicao_final_rodada	Visitante_posicao_final_rodada	mandante_posicao_inicio_rodada	Visitante_posicao_inicio_rodada	final de semana
Jaílson Macedo Freitas-BA	N	S	N	Alessandro Álvaro Rocha Mattos-BA_e_Elicarlos Franco de Oliveira-BA	Florianópolis	Avaí-SC	São Paulo-SP	SC	SP	0	20/09	Ressacada	16h00	9432	100		9432	2	1	Arilson Bispo da Anunciação-BA	N	214830	163096.3	2015	27	1	0	0	0	0	1	16	5	17	5	1
Marcelo de Lima Henrique-PE	N	N	N	Ivan Carlos Bohn-PR_e_Moisés Aparecido de Souza-PR	Curitiba	Coritiba-PR	Atlético Paranaense-PR	PR	PR	1	20/09	Couto Pereira	18h30	30867	100		30867	2	0	Rafael Traci-PR	N	724950	378446.25	2015	27	1	0	0	0	0	1	15	10	16	10	1
Wagner do Nascimento Magalhães-RJ	N	S	N	Rodrigo F. Henrique Correa-RJ_e_Luiz Cláudio Regazone-RJ	Chapecó	Chapecoense-SC	Cruzeiro-MG	SC	MG	0	20/09	Arena Condá	18h30	5915	100		5915	0	2	Rodrigo Nunes de Sá-RJ	N	61595	24622.1	2015	27	0	0	1	1	0	0	17	12	15	13	1
Marielson Alves Silva-BA	N	S	N	Alessandro Álvaro Rocha Mattos-BA_e_Elicarlos Franco de Oliveira-BA	Rio de Janeiro	Fluminense-RJ	Goiás-GO	RJ	GO	0	26/09	Maracanã	18h30	10994	89.5		9838	2	0	João Batista de Arruda-RJ	N	232110	20720.98	2015	28	1	0	0	0	0	1	13	14	14	13	1
Marcelo Aparecido Ribeiro de Souza-SP	N	N	N	Rogério Pablos Zanardo-SP_e_Vicente Romano Neto-SP	Porto Alegre	Grêmio-RS	Avaí-SC	RS	SC	0	26/09	Arena do Grêmio	21h00	13251	100		13251	3	1	Diego Almeida Real-RS	N	420226	320132.01	2015	28	1	0	0	0	0	1	4	16	4	16	1
Heber Roberto Lopes-SC	S	S	N	Fabrício Vilarinho da Silva-GO_e_Bruno Pires-GO	Santos	Santos-SP	Internacional-RS	SP	RS	0	27/09	Vila Belmiro	11h00	11822	93.4		11043	3	1	Rodrigo Guarizo Ferreira do Amaral-SP	N	452145	230718.32	2015	28	1	0	0	0	0	1	5	11	5	8	1
Sandro Meira Ricci-SC	S	S	N	Nadine Schramm Camara Bastos-SC_e_Helton Nunes-SC	Curitiba	Atlético Paranaense-PR	Ponte Preta-SP	PR	SP	0	27/09	Arena da Baixada	11h00	12629	100		12629	1	2	Edivaldo Elias da Silva-PR	N	194005	-32257.19	2015	28	0	0	1	1	0	0	10	8	10	10	1
Anderson Daronco-RS	S	S	S	Emerson Augusto de Carvalho-SP_e_Marcelo Carvalho Van Gasse-SP	São Paulo	São Paulo-SP	Palmeiras-SP	SP	SP	1	27/09	Morumbi	16h00	32065	78.1		25047	1	1	Aurélio Santanna Martins-SP	N	760420	447614.02	2015	28	0	1	0	0	1	0	6	3	5	3	1
Leandro Pedro Vuaden-RS	S	N	N	José Javel Silveira-RS_e_Rafael da Silva Alves-RS	Rio de Janeiro	Flamengo-RJ	Vasco-RJ	RJ	RJ	1	27/09	Maracanã	16h00	43076	93.4		40240	1	2	Bruno Arleu de Araújo-RJ	N	1986400	729654.06	2015	28	0	0	1	1	0	0	7	20	7	20	1
Marcelo de Lima Henrique-PE	N	S	N	Rodrigo F. Henrique Correa-RJ_e_Clóvis Amaral da Silva-PE	Florianópolis	Figueirense-SC	Corinthians-SP	SC	SP	0	27/09	Orlando Scarpelli	16h00	9484	100		9484	1	3	Evandro Bender-SC	N	406280	334790.09	2015	28	0	0	1	1	0	0	18	1	18	1	1
Raphael Claus-SP	S	N	N	Danilo Ricardo Simon Manis-SP_e_Carlos Augusto Nogueira Júnior-SP	Joinville	Joinville-SC	Atlético Mineiro-MG	SC	MG	0	27/09	Arena Joinville	16h00	7486	100		7486	2	2	Bráulio da Silva Machado-SC	N	102355	39879.28	2015	28	0	1	0	0	1	0	18	2	18	2	1
Ricardo Marques Ribeiro-MG	S	S	N	Guilherme Dias Camilo-MG_e_Márcio Eustáquio Santiago-MG	Recife	Sport-PE	Chapecoense-SC	PE	SC	0	27/09	Ilha do Retiro	18h30	6676	73.1		4882	3	0	Sebastião Rufino Ribeiro Filho-PE	N	71130	13186.5	2015	28	1	0	0	0	0	1	8	16	9	17	1
Flávio Rodrigues de Souza-SP	N	S	N	Cleriston Clay Barreto Rios-SE_e_Fabiano da Silva Ramires-ES	Belo Horizonte	Cruzeiro-MG	Coritiba-PR	MG	PR	0	27/09	Mineirão	18h30	22899	100		22897	2	0	Emerson de Almeida Ferreira-MG	N	593675	-27859.16	2015	28	1	0	0	0	0	1	11	15	12	15	1
Bráulio da Silva Machado-SC	N	N	N	Luiz Cláudio Regazone-RJ_e_Thiago Henrique Neto Corrêa Farinha-RJ	Porto Alegre	Internacional-RS	Sport-PE	RS	PE	0	03/10	Beira-Rio	18h30	14386	100		14386	2	1	Francisco de Paula dos Santos Silva Neto-RS	N	356535	189156.34	2015	29	1	0	0	0	0	1	10	9	11	8	1
Péricles Bassols Pegado Cortez-RJ	S	S	S	Alessandro Álvaro Rocha Mattos-BA_e_Cleriston Clay Barreto Rios-SE	Curitiba	Coritiba-PR	Atlético Mineiro-MG	PR	MG	0	03/10	Couto Pereira	18h30	14569	100		14569	0	3	Adriano Milczvski-PR	N	246465	-35389.8	2015	29	0	0	1	1	0	0	16	2	15	2	1
Igor Junio Benevenuto-MG	N	S	N	Kléber Lúcio Gil-SC_e_Carlos Berkenbrock-SC	São Paulo	São Paulo-SP	Atlético Paranaense-PR	SP	PR	0	03/10	Morumbi	21h00	16916	65.3		11039	1	0	Flávio Rodrigues de Souza-SP	N	287345	107021.26	2015	29	1	0	0	0	0	1	6	12	6	10	1
Luiz Flávio de Oliveira-SP	S	N	N	Rogério Pablos Zanardo-SP_e_Fábio Rogério Baesteiro-SP	Rio de Janeiro	Flamengo-RJ	Joinville-SC	RJ	SC	0	04/10	Maracanã	11h00	53092	98.8		52462	2	0	Flávio Rodrigues Guerra-SP	N	2414660	981901.88	2015	29	1	0	0	0	0	1	7	19	7	18	1
Luís Teixeira Rocha-RS	N	N	N	José Javel Silveira-RS_e_Rafael da Silva Alves-RS	Florianópolis	Avaí-SC	Vasco-RJ	SC	RJ	0	04/10	Ressacada	11h00	14413	100		14413	1	1	Diego Almeida Real-RS	N	318992	226169.19	2015	29	0	1	0	0	1	0	16	20	16	20	1
Sandro Meira Ricci-SC	S	N	N	Helton Nunes-SC_e_Thiago Americano Labes-SC	Santos	Santos-SP	Fluminense-RJ	SP	RJ	0	04/10	Vila Belmiro	16h00	8415	89		7491	3	1	Rodrigo D'Alonso Ferreira-SC	N	298780	97848.77	2015	29	1	0	0	0	0	1	4	13	5	13	1
Flávio Rodrigues de Souza-SP	N	S	N	Marcelo Carvalho Van Gasse-SP_e_Miguel Cataneo Ribeiro da Costa-SP	Campinas	Ponte Preta-SP	Corinthians-SP	SP	SP	1	04/10	Moisés Lucarelli	16h00	13049	74.4		9709	2	2	José Cláudio Rocha Filho-SP	N	428590	263965.67	2015	29	0	1	0	0	1	0	8	1	8	1	1
Heber Roberto Lopes-SC	S	S	N	Emerson Augusto de Carvalho-SP_e_Fabiano da Silva Ramires-ES	Belo Horizonte	Cruzeiro-MG	Grêmio-RS	MG	RS	0	04/10	Mineirão	16h00	29295	100		29294	0	0	Célio Amorim-SC	N	800555	-2670.59	2015	29	0	1	0	0	1	0	10	3	11	4	1
Ricardo Marques Ribeiro-MG	S	S	N	Guilherme Dias Camilo-MG_e_Márcio Eustáquio Santiago-MG	Goiânia	Goiás-GO	Figueirense-SC	GO	SC	0	04/10	Serra Dourada	16h00	3117	100		3117	2	3	Cleisson Veloso Pereira-MG	N	44205	13402.51	2015	29	0	0	1	1	0	0	14	18	14	18	1
Jaílson Macedo Freitas-BA	N	S	N	Bruno Boschilla-PR_e_Ivan Carlos Bohn-PR	Chapecó	Chapecoense-SC	Palmeiras-SP	SC	SP	0	04/10	Arena Condá	18h30	16474	100		16474	5	1	Daniel Nobre Bins-RS	N	323565	253664.15	2015	29	1	0	0	0	0	1	14	5	16	3	1
André Luiz de Freitas Castro-GO	N	S	N	Fabrício Vilarinho da Silva-GO_e_Bruno Pires-GO	Belo Horizonte	Atlético Mineiro-MG	Internacional-RS	MG	RS	0	14/10	Independência	19h30	20323	93.6		19023	2	1	Elmo Alves Resende Cunha-GO	N	866390	-59490.34	2015	30	1	0	0	0	0	1	2	10	2	10	0
Péricles Bassols Pegado Cortez-RJ	S	S	N	Rodrigo F. Henrique Correa-RJ_e_Luiz Cláudio Regazone-RJ	Recife	Sport-PE	Avaí-SC	PE	SC	0	14/10	Ilha do Retiro	19h30	5782	71.1		4109	3	0	Pablo dos Santos Alves-PB	N	91640	34057.5	2015	30	1	0	0	0	0	1	8	18	9	16	0
Raphael Claus-SP	S	N	N	Danilo Ricardo Simon Manis-SP_e_Herman Brumel Vani-SP	São Paulo	Palmeiras-SP	Ponte Preta-SP	SP	SP	1	14/10	Allianz Parque	21h00	28981	100		28981	0	1	Vinícius Furlan-SP	N	1298123.7	797761.95	2015	30	0	0	1	1	0	0	5	8	5	8	0
Anderson Daronco-RS	S	N	N	José Javel Silveira-RS_e_Rafael da Silva Alves-RS	Florianópolis	Figueirense-SC	Flamengo-RJ	SC	RJ	0	14/10	Orlando Scarpelli	21h00	12820	100		12820	3	0	Diego Almeida Real-RS	N	458380	382762.41	2015	30	1	0	0	0	0	1	16	7	18	7	0
Marcelo de Lima Henrique-PE	N	S	N	Alessandro Álvaro Rocha Mattos-BA_e_Dibert Pedrosa Moisés-RJ	Joinville	Joinville-SC	Coritiba-PR	SC	PR	0	14/10	Arena Joinville	21h00	7416	100		7416	3	1	Nielson Nogueira Dias-PE	N	108835	38624.86	2015	30	1	0	0	0	0	1	19	17	19	16	0
Bráulio da Silva Machado-SC	N	N	N	Carlos Berkenbrock-SC_e_Helton Nunes-SC	Rio de Janeiro	Fluminense-RJ	São Paulo-SP	RJ	SP	0	14/10	Maracanã	22h00	10404	80.3		8357	2	0	Marcos André Gomes-ES	N	288035	40251.73	2015	30	1	0	0	0	0	1	13	6	13	6	0
Wagner do Nascimento Magalhães-RJ	N	S	N	Cleriston Clay Barreto Rios-SE_e_Eduardo de Souza Couto-RJ	Curitiba	Atlético Paranaense-PR	Cruzeiro-MG	PR	MG	0	14/10	Arena da Baixada	22h00	11591	100		11591	2	2	João Batista de Arruda-RJ	N	170190	-39780.09	2015	30	0	1	0	0	1	0	11	12	12	10	0
Wagner Reway-MT	N	N	N	Eduardo Gonçalves da Cruz-MS_e_Fábio Rodrigo Rubinho-MT	São Paulo	Corinthians-SP	Goiás-GO	SP	GO	0	15/10	Arena Corinthians	19h30	40925	100		40925	3	0	Paulo Henrique de Melo Salmazio-MS	N	2561055.5	1640934.62	2015	30	1	0	0	0	0	1	1	15	1	14	0
Ricardo Marques Ribeiro-MG	S	S	N	Guilherme Dias Camilo-MG_e_Márcio Eustáquio Santiago-MG	Rio de Janeiro	Vasco-RJ	Chapecoense-SC	RJ	SC	0	15/10	Maracanã	19h30	23264	98.1		22827	1	1	Emerson de Almeida Ferreira-MG	N	728635	124054.16	2015	30	0	1	0	0	1	0	20	14	20	14	0
Marielson Alves Silva-BA	N	N	N	Elicarlos Franco de Oliveira-BA_e_Marcos W. Rocha de Amorim-BA	Porto Alegre	Grêmio-RS	Santos-SP	RS	SP	0	15/10	Arena do Grêmio	21h00	8837	100		8837	1	0	Célio Amorim-SC	N	257109.55	176855.52	2015	30	1	0	0	0	0	1	3	4	3	4	0
Marcelo de Lima Henrique-PE	N	N	N	Clóvis Amaral da Silva-PE_e_Ricardo Chianca-PE	Florianópolis	Avaí-SC	Palmeiras-SP	SC	SP	0	17/10	Ressacada	18h30	9254	100		9254	1	3	Célio Amorim-SC	N	208224	134308.54	2015	31	0	0	1	1	0	0	18	5	18	5	1
Nielson Nogueira Dias-PE	N	N	N	Carlos Berkenbrock-SC_e_Helton Nunes-SC	Joinville	Joinville-SC	Figueirense-SC	SC	SC	1	17/10	Arena Joinville	21h00	8954	100		8954	1	0	Rodrigo D'Alonso Ferreira-SC	N	122330	53230.21	2015	31	1	0	0	0	0	1	18	16	19	16	1
Pablo dos Santos Alves-PB	N	S	N	Guilherme Dias Camilo-MG_e_Márcio Eustáquio Santiago-MG	Campinas	Ponte Preta-SP	Coritiba-PR	SP	PR	0	18/10	Moisés Lucarelli	11h00	8831	66.9		5906	3	0	Rodrigo Guarizo Ferreira do Amaral-SP	N	91050	12378.18	2015	31	1	0	0	0	0	1	8	17	8	17	1
André Luiz de Freitas Castro-GO	N	S	N	Marcelo Carvalho Van Gasse-SP_e_Herman Brumel Vani-SP	Belo Horizonte	Cruzeiro-MG	Fluminense-RJ	MG	RJ	0	18/10	Mineirão	11h00	38586	100		38577	2	0	Renato Cardoso Conceição-MG	N	1189145	121969.67	2015	31	1	0	0	0	0	1	11	13	12	13	1
Dewson Fernando Freitas da Silva-PA	S	S	S	Alessandro Álvaro Rocha Mattos-BA_e_Cleriston Clay Barreto Rios-SE	São Paulo	São Paulo-SP	Vasco-RJ	SP	RJ	0	18/10	Morumbi	16h00	24106	76		18329	2	2	Vinícius Furlan-SP	N	493933	280290.24	2015	31	0	1	0	0	1	0	6	20	6	20	1
Heber Roberto Lopes-SC	S	S	S	Kléber Lúcio Gil-SC_e_Bruno Boschilla-PR	Rio de Janeiro	Flamengo-RJ	Internacional-RS	RJ	RS	0	18/10	Maracanã	16h00	26927	91.4		24599	0	1	João Batista de Arruda-RJ	N	999709.5	237163.15	2015	31	0	0	1	1	0	0	10	8	7	10	1
Elmo Alves Resende Cunha-GO	N	N	N	Jesmar Benedito Miranda de Paula-GO_e_Adaílton Fernando-GO	Curitiba	Atlético Paranaense-PR	Corinthians-SP	PR	SP	0	18/10	Arena da Baixada	16h00	23850	100		23850	1	4	Paulo Roberto Alves Jr.-PR	N	920480	565775.71	2015	31	0	0	1	1	0	0	12	1	11	1	1
Anderson Daronco-RS	S	N	N	Fabiano da Silva Ramires-ES_e_Lúcio Beiersdorf Flor-RS	Santos	Santos-SP	Goiás-GO	SP	GO	0	18/10	Vila Belmiro	17h00	7234	85.7		6198	3	1	Thiago Duarte Peixoto-SP	N	207915	47170.15	2015	31	1	0	0	0	0	1	4	15	4	15	1
Luiz Flávio de Oliveira-SP	S	N	N	Rogério Pablos Zanardo-SP_e_Miguel Cataneo Ribeiro da Costa-SP	Porto Alegre	Grêmio-RS	Chapecoense-SC	RS	SC	0	18/10	Arena do Grêmio	17h00	19925	100		19925	2	3	Roger Goulart-RS	N	614536	488110.38	2015	31	0	0	1	1	0	0	3	14	3	14	1
Wilton Pereira Sampaio-GO	S	S	N	Fabrício Vilarinho da Silva-GO_e_Bruno Pires-GO	Recife	Sport-PE	Atlético Mineiro-MG	PE	MG	0	18/10	Ilha do Retiro	18h30	14876	92.3		13726	4	1	Gilberto Rodrigues Castro Júnior-PE	N	259000	154183	2015	31	1	0	0	0	0	1	6	2	8	2	1
Luiz Flávio de Oliveira-SP	S	N	N	Rogério Pablos Zanardo-SP_e_Vicente Romano Neto-SP	Rio de Janeiro	Fluminense-RJ	Atlético Paranaense-PR	RJ	PR	0	24/10	Maracanã	17h00	9594	73.1		7012	0	1	Flávio Rodrigues de Souza-SP	N	225320	13634.8	2015	32	0	0	1	1	0	0	14	12	13	12	1
Dewson Fernando Freitas da Silva-PA	S	N	N	Fabiano da Silva Ramires-ES_e_Hélcio Araújo Neves-PA	Porto Alegre	Internacional-RS	Joinville-SC	RS	SC	0	24/10	Beira-Rio	18h30	19133	100		19133	1	0	Wagner Reway-MT	N	462580	279204.57	2015	32	1	0	0	0	0	1	8	17	8	18	1
Leandro Pedro Vuaden-RS	S	S	S	Alessandro Álvaro Rocha Mattos-BA_e_Cleriston Clay Barreto Rios-SE	Florianópolis	Figueirense-SC	Santos-SP	SC	SP	0	24/10	Orlando Scarpelli	18h30	7336	100		7336	0	0	Cleisson Veloso Pereira-MG	N	120180	80421.68	2015	32	0	1	0	0	1	0	15	4	16	4	1
André Luiz de Freitas Castro-GO	N	N	N	Cristhian Passos Sorence-GO_e_Evandro Gomes Ferreira-GO	São Paulo	Palmeiras-SP	Sport-PE	SP	PE	0	24/10	Pacaembu	21h00	19395	100		19395	0	2	Igor Junio Benevenuto-MG	N	483670	131063.47	2015	32	0	0	1	1	0	0	7	6	5	6	1
Wilton Pereira Sampaio-GO	S	S	N	Fabrício Vilarinho da Silva-GO_e_Bruno Pires-GO	São Paulo	Corinthians-SP	Flamengo-RJ	SP	RJ	0	25/10	Arena Corinthians	17h00	43615	99.8		43515	1	0	Rodolpho Toski Marques-PR	N	2747175	1770644.86	2015	32	1	0	0	0	0	1	1	10	1	10	1
Marcelo Aparecido Ribeiro de Souza-SP	N	S	S	Emerson Augusto de Carvalho-SP_e_Marcelo Carvalho Van Gasse-SP	Rio de Janeiro	Vasco-RJ	Grêmio-RS	RJ	RS	0	25/10	Maracanã	17h00	17887	97.5		17442	0	0	Flávio Rodrigues de Souza-SP	N	578910	76543.15	2015	32	0	1	0	0	1	0	20	3	20	3	1
Marielson Alves Silva-BA	N	N	N	Elicarlos Franco de Oliveira-BA_e_Marcos W. Rocha de Amorim-BA	Curitiba	Coritiba-PR	São Paulo-SP	PR	SP	0	25/10	Couto Pereira	17h00	15002	100		15002	1	2	Diego Almeida Real-RS	N	298775	14650.23	2015	32	0	0	1	1	0	0	17	5	17	6	1
Anderson Daronco-RS	S	N	N	Marcelo Bertanha Barison-RS_e_Carlos Henrique Selbach-RS	Chapecó	Chapecoense-SC	Avaí-SC	SC	SC	1	25/10	Arena Condá	17h00	7919	100		7919	0	0	Jean Pierre Gonçalves Lima-RS	N	85160	41383.5	2015	32	0	1	0	0	1	0	13	17	14	18	1
Nielson Nogueira Dias-PE	N	N	N	Clóvis Amaral da Silva-PE_e_Francisco Chaves-PE	Goiânia	Goiás-GO	Cruzeiro-MG	GO	MG	0	25/10	Serra Dourada	18h00	12403	99.9		12393	0	1	Gilberto Rodrigues Castro Júnior-PE	N	112740	68863.48	2015	32	0	0	1	1	0	0	15	10	15	11	1
Sandro Meira Ricci-SC	S	N	N	Carlos Berkenbrock-SC_e_Bruno Boschilla-PR	Belo Horizonte	Atlético Mineiro-MG	Ponte Preta-SP	MG	SP	0	25/10	Independência	19h30	15212	87		13232	2	1	Bráulio da Silva Machado-SC	N	347325	-45962.66	2015	32	1	0	0	0	0	1	2	9	2	8	1
Wagner Reway-MT	N	N	N	Eduardo Gonçalves da Cruz-MS_e_Bruno Pires-GO	São Paulo	São Paulo-SP	Sport-PE	SP	PE	0	31/10	Morumbi	17h00	19892	70.2		13966	3	0	Wagner do Nascimento Magalhães-RJ	N	374430	190977.32	2015	33	1	0	0	0	0	1	5	7	5	6	1
Marielson Alves Silva-BA	N	S	N	Alessandro Álvaro Rocha Mattos-BA_e_Elicarlos Franco de Oliveira-BA	Campinas	Ponte Preta-SP	Joinville-SC	SP	SC	0	31/10	Moisés Lucarelli	19h30	7310	58.8		4299	1	0	Cleisson Veloso Pereira-MG	N	65780	-4091.97	2015	33	1	0	0	0	0	1	7	19	9	17	1
Raphael Claus-SP	S	N	N	Alex Ang Ribeiro-SP_e_Marcelo Bertanha Barison-RS	Florianópolis	Avaí-SC	Cruzeiro-MG	SC	MG	0	31/10	Ressacada	19h30	5114	100		5114	1	1	Flávio Rodrigues Guerra-SP	N	75086	28214.73	2015	33	0	1	0	0	1	0	17	10	17	10	1
Ricardo Marques Ribeiro-MG	S	S	S	Emerson Augusto de Carvalho-SP_e_Guilherme Dias Camilo-MG	Curitiba	Coritiba-PR	Figueirense-SC	PR	SC	0	31/10	Couto Pereira	21h00	6196	100		6196	1	1	Igor Junio Benevenuto-MG	N	94270	-119776.22	2015	33	0	1	0	0	1	0	17	16	17	15	1
Péricles Bassols Pegado Cortez-RJ	S	S	N	Rodrigo F. Henrique Correa-RJ_e_Luiz Cláudio Regazone-RJ	Santos	Santos-SP	Palmeiras-SP	SP	SP	1	01/11	Vila Belmiro	17h00	12312	95.6		11767	2	1	José Cláudio Rocha Filho-SP	N	491655	248800.7	2015	33	1	0	0	0	0	1	4	6	4	7	1
Bráulio da Silva Machado-SC	N	S	N	Bruno Boschilla-PR_e_Carlos Berkenbrock-SC	Porto Alegre	Grêmio-RS	Flamengo-RJ	RS	RJ	0	01/11	Arena do Grêmio	17h00	35160	100		35160	2	0	Célio Amorim-SC	N	1539677.15	1288125.54	2015	33	1	0	0	0	0	1	2	11	3	10	1
Heber Roberto Lopes-SC	S	S	S	Kléber Lúcio Gil-SC_e_Fabrício Vilarinho da Silva-GO	Belo Horizonte	Atlético Mineiro-MG	Corinthians-SP	MG	SP	0	01/11	Independência	17h00	21798	100		21798	0	3	Anderson Daronco-RS	S	1605755	-211715.45	2015	33	0	0	1	1	0	0	2	1	2	1	1
André Luiz de Freitas Castro-GO	N	S	N	Cleriston Clay Barreto Rios-SE_e_Cristhian Passos Sorence-GO	Chapecó	Chapecoense-SC	Atlético Paranaense-PR	SC	PR	0	01/11	Arena Condá	17h00	12419	100		12419	0	0	Luís Teixeira Rocha-RS	N	127640	83437.26	2015	33	0	1	0	0	1	0	14	12	13	12	1
Luiz Flávio de Oliveira-SP	S	N	N	Rogério Pablos Zanardo-SP_e_Carlos Augusto Nogueira Júnior-SP	Rio de Janeiro	Vasco-RJ	Fluminense-RJ	RJ	RJ	1	01/11	Nilton Santos	18h00	17801	67.2		11957	0	1	Bruno Arleu de Araújo-RJ	N	406270	116178.79	2015	33	0	0	1	1	0	0	20	13	20	14	1
Marcelo Aparecido Ribeiro de Souza-SP	N	N	N	Márcio Eustáquio Santiago-MG_e_Anderson José de Moraes Coelho-SP	Goiânia	Goiás-GO	Internacional-RS	GO	RS	0	01/11	Serra Dourada	19h30	6426	99.9		6420	2	1	Alisson Furtado-TO	N	61330	27594.31	2015	33	1	0	0	0	0	1	15	9	15	8	1
Ricardo Marques Ribeiro-MG	S	N	N	Márcio Eustáquio Santiago-MG_e_Pablo Almeida Costa-MG	Porto Alegre	Internacional-RS	Ponte Preta-SP	RS	SP	0	07/11	Beira-Rio	17h00	17431	100		17431	1	0	Rodrigo D'Alonso Ferreira-SC	N	438620	288255.89	2015	34	1	0	0	0	0	1	7	9	9	7	1
Dewson Fernando Freitas da Silva-PA	S	S	N	Guilherme Dias Camilo-MG_e_José Javel Silveira-RS	São Paulo	Corinthians-SP	Coritiba-PR	SP	PR	0	07/11	Arena Corinthians	19h30	43688	100		43688	2	1	Igor Junio Benevenuto-MG	N	2772735.5	1736827.94	2015	34	1	0	0	0	0	1	1	18	1	17	1
Marielson Alves Silva-BA	N	N	N	Elicarlos Franco de Oliveira-BA_e_Marcos W. Rocha de Amorim-BA	Curitiba	Atlético Paranaense-PR	Avaí-SC	PR	SC	0	07/11	Arena da Baixada	19h30	9491	100		9491	2	1	Thiago Duarte Peixoto-SP	N	156630	-32275.44	2015	34	1	0	0	0	0	1	12	17	12	17	1
Nielson Nogueira Dias-PE	N	N	N	Paulo César Silva Faria-MT_e_Francisco Chaves-PE	Rio de Janeiro	Fluminense-RJ	Chapecoense-SC	RJ	SC	0	07/11	Maracanã	21h00	6499	63.9		4153	2	3	Flávio Rodrigues Guerra-SP	N	132025	-22524.3	2015	34	0	0	1	1	0	0	13	13	13	14	1
Anderson Daronco-RS	S	S	S	Alessandro Álvaro Rocha Mattos-BA_e_Cleriston Clay Barreto Rios-SE	São Paulo	Palmeiras-SP	Vasco-RJ	SP	RJ	0	08/11	Allianz Parque	17h00	28800	100		28800	0	2	Diego Almeida Real-RS	N	1775007.5	1167300.97	2015	34	0	0	1	1	0	0	7	20	6	20	1
Luiz Flávio de Oliveira-SP	S	S	N	Marcelo Carvalho Van Gasse-SP_e_Alex Ang Ribeiro-SP	Rio de Janeiro	Flamengo-RJ	Goiás-GO	RJ	GO	0	08/11	Maracanã	17h00	15335	82.4		12634	4	1	Cleisson Veloso Pereira-MG	N	513917.5	85848.6	2015	34	1	0	0	0	0	1	9	15	11	15	1
Marcelo de Lima Henrique-PE	N	S	N	Bruno Boschilla-PR_e_Dibert Pedrosa Moisés-RJ	Belo Horizonte	Cruzeiro-MG	São Paulo-SP	MG	SP	0	08/11	Mineirão	17h00	33420	100		33417	2	1	Bruno Arleu de Araújo-RJ	N	1001675	88194.68	2015	34	1	0	0	0	0	1	11	5	10	5	1
Marcelo Aparecido Ribeiro de Souza-SP	N	S	N	Emerson Augusto de Carvalho-SP_e_Miguel Cataneo Ribeiro da Costa-SP	Florianópolis	Figueirense-SC	Atlético Mineiro-MG	SC	MG	0	08/11	Orlando Scarpelli	17h00	11556	100		11556	0	1	Flávio Rodrigues de Souza-SP	N	171020	127846.54	2015	34	0	0	1	1	0	0	15	2	16	2	1
Wagner Reway-MT	N	N	N	Eduardo Gonçalves da Cruz-MT_e_Fábio Rodrigo Rubinho-MT	Joinville	Joinville-SC	Santos-SP	SC	SP	0	08/11	Arena Joinville	18h00	9679	100		9679	0	0	Emerson de Almeida Ferreira-MG	N	194945	119157.16	2015	34	0	1	0	0	1	0	18	4	19	4	1
Heber Roberto Lopes-SC	S	S	N	Kléber Lúcio Gil-SC_e_Carlos Berkenbrock-SC	Recife	Sport-PE	Grêmio-RS	PE	RS	0	08/11	Ilha do Retiro	19h30	11185	87.2		9748	1	0	Cláudio Francisco Lima e Silva-SE	N	215550	116275.5	2015	34	1	0	0	0	0	1	6	3	7	2	1
Marielson Alves Silva-BA	N	S	N	Rodrigo F. Henrique Correa-RJ_e_Elicarlos Franco de Oliveira-BA	Belo Horizonte	Cruzeiro-MG	Sport-PE	MG	PE	0	15/11	Mineirão	17h00	25852	100		25851	3	0	Bruno Arleu de Araújo-RJ	N	701652	672.89	2015	35	1	0	0	0	0	1	7	6	11	6	1
Ricardo Marques Ribeiro-MG	S	S	N	Emerson Augusto de Carvalho-SP_e_Rogério Pablos Zanardo-SP	Goiânia	Goiás-GO	Coritiba-PR	GO	PR	0	18/11	Serra Dourada	19h30	17039	99.2		16896	1	3	Alisson Furtado-TO	N	73310	34878.51	2015	35	0	0	1	1	0	0	16	16	15	18	0
Francisco Carlos Nascimento-AL	N	N	N	Márcio Eustáquio Santiago-MG_e_Pedro Jorge Santos de Araújo-AL	Campinas	Ponte Preta-SP	Figueirense-SC	SP	SC	0	18/11	Moisés Lucarelli	21h00	7058	54.8		3868	0	1	Marcos André Gomes-ES	N	56150	-15414.42	2015	35	0	0	1	1	0	0	11	15	9	15	0
Luiz Flávio de Oliveira-SP	S	S	N	Cleriston Clay Barreto Rios-SE_e_Vicente Romano Neto-SP	Florianópolis	Avaí-SC	Joinville-SC	SC	SC	1	18/11	Ressacada	21h00	8153	100		8153	2	1	Emerson de Almeida Ferreira-MG	N	113934	60168.71	2015	35	1	0	0	0	0	1	18	19	17	18	0
