jg_rod,CHAVE_1,CHAVE_2,arbitro_principal,arbitro_principal_quadro_fifa,aux1_quadro_fifa,aux2_quadro_fifa,auxiliares,cidade,clubem,clubev,estado_m,estado_v,clássico,data,estadio,hora,id_clubem,id_clubev,id_periodo,ingresso,ingresso_vendido,observacoes,pagante,placarm_tn,placarv_tn,quarto_arbitro,quarto_arbitro_quadro_fifa,renda_bruta,renda_liq,renda_liq_sort,valor_renda_liq,ano,rodada,vitoria_m,empate_m,derrota_m,vitoria_v,empate_v,derrota_v,mandante_posicao_final_rodada,Visitante_posicao_final_rodada,CHAVE_1A,CHAVE_2B,mandante_posicao_inicio_rodada,Visitante_posicao_inicio_rodada,man_gf_ini_rod,vis_gf_ini_rod,man_gt_ini_rod,vis_gt_ini_rod,man_saldo_ini_rod,vis_saldo_ini_rod,man_mean_gf_ini_r,vis_mean_gf_ini_r,man_mean_gt_ini_r,vis_mean_gt_ini_r,man_mean_saldo_ini_r,vis_mean_saldo_ini_r,gs_partida,jg_fds,resultado_time_mandante,fator_resultado
7,20165América Mineiro-MG,20165Ponte Preta-SP,Leonardo Garcia Cavaleiro-RJ,N,N,N,Eduardo de Souza Couto-RJ_e_Diogo Carvalho Silva-RJ,Belo Horizonte,América Mineiro-MG,Ponte Preta-SP,MG,SP,0,02/06,Independência,19h30,22,15,5,2989,49,,1466,1,2,Rudimar Goltara-ES,N,16245,-60716.67,-60716.67,-60716.67,2016,5,0,0,1,1,0,0,20,11,20164América Mineiro-MG,20164Ponte Preta-SP,18,16,3,3,6,6,-3,-3,0.75,0.75,1.5,1.5,-0.75,-0.75,3,0,derrota,-1
8,20165Flamengo-RJ,20165Vitória-BA,Igor Junio Benevenuto-MG,N,N,N,Fabrício Vilarinho da Silva-GO_e_Fabiano da Silva Ramires-ES,Volta Redonda,Flamengo-RJ,Vitória-BA,RJ,BA,0,02/06,Raulino de Oliveira,21h00,10,40,5,10405,44.9,,4668,1,0,Wanderson Alves de Souza-MG,N,80375,-24623.81,-24623.81,-24623.81,2016,5,1,0,0,0,0,1,6,15,20164Flamengo-RJ,20164Vitória-BA,5,12,5,6,4,8,1,-2,1.25,1.5,1,2,0.25,-0.5,1,0,Vitoria,1
9,20165Palmeiras-SP,20165Grêmio-RS,Marielson Alves Silva-BA,N,S,N,Rodrigo F. Henrique Correa-RJ_e_Ivan Carlos Bohn-PR,São Paulo,Palmeiras-SP,Grêmio-RS,SP,RS,0,02/06,Pacaembu,21h00,1,12,5,18271,100,,18271,4,3,Fábio Filipus-PR,N,525845,168344.32,168344.32,168344.32,2016,5,1,0,0,0,0,1,3,1,20164Palmeiras-SP,20164Grêmio-RS,5,1,7,6,3,0,4,6,1.75,1.5,0.75,0,1,1.5,7,0,Vitoria,1
0,20166Atlético Paranaense-PR,20166Santa Cruz-PE,Wagner Reway-MT,N,S,N,Eduardo Gonçalves da Cruz-MS_e_Fábio Rodrigo Rubinho-MT,Curitiba,Atlético Paranaense-PR,Santa Cruz-PE,PR,PE,0,04/06,Arena da Baixada,16h00,25,55,5,11863,100,,11863,1,0,Vinícius Furlan-SP,N,169690,-47250.13,-47250.13,-47250.13,2016,6,1,0,0,0,0,1,15,8,20165Atlético Paranaense-PR,20165Santa Cruz-PE,19,5,4,11,9,6,-5,5,0.8,2.2,1.8,1.2,-1,1,1,1,Vitoria,1
1,20166Corinthians-SP,20166Coritiba-PR,Anderson Daronco-RS,S,N,N,Carlos Berkenbrock-SC_e_Rafael da Silva Alves-RS,São Paulo,Corinthians-SP,Coritiba-PR,SP,PR,0,04/06,Arena Corinthians,20h30,2,7,5,26958,100,,26958,2,1,Wagner do Nascimento Magalhães-RJ,N,1312962,693787.07,693787.07,693787.07,2016,6,1,0,0,0,0,1,1,19,20165Corinthians-SP,20165Coritiba-PR,1,17,8,6,3,9,5,-3,1.6,1.2,0.6,1.8,1,-0.6,3,1,Vitoria,1
2,20166Chapecoense-SC,20166Fluminense-RJ,Ricardo Marques Ribeiro-MG,S,N,N,Pablo Almeida Costa-MG_e_Rafael Trombeta-PR,Chapecó,Chapecoense-SC,Fluminense-RJ,SC,RJ,0,04/06,Arena Condá,20h30,44,11,5,5817,100,,5817,0,0,Diego Almeida Real-RS,N,68840,27522.19,27522.19,27522.19,2016,6,0,1,0,0,1,0,5,9,20165Chapecoense-SC,20165Fluminense-RJ,7,8,10,5,7,5,3,0,2,1,1.4,1,0.6,0,0,1,empate,0
3,20166Santos-SP,20166Botafogo-RJ,Sandro Meira Ricci-SC,S,S,N,Fabrício Vilarinho da Silva-GO_e_Fabiano da Silva Ramires-ES,São Paulo,Santos-SP,Botafogo-RJ,SP,RJ,0,05/06,Pacaembu,11h00,17,6,5,17417,83.2,,14483,3,0,Igor Junio Benevenuto-MG,N,419950,81395.32,81395.32,81395.32,2016,6,1,0,0,0,0,1,9,20,20165Santos-SP,20165Botafogo-RJ,13,13,4,3,6,5,-2,-2,0.8,0.6,1.2,1,-0.4,-0.4,3,1,Vitoria,1
4,20166América Mineiro-MG,20166Figueirense-SC,Raphael Claus-SP,S,N,N,Rogério Pablos Zanardo-SP_e_Alex Ang Ribeiro-SP,Belo Horizonte,América Mineiro-MG,Figueirense-SC,MG,SC,0,05/06,Independência,11h00,22,9,5,3659,59.4,,2173,1,0,Rodolpho Toski Marques-PR,N,30400,-55639.09,-55639.09,-55639.09,2016,6,1,0,0,0,0,1,16,13,20165América Mineiro-MG,20165Figueirense-SC,20,10,4,6,8,6,-4,0,0.8,1.2,1.6,1.2,-0.8,0,1,1,Vitoria,1
5,20166Vitória-BA,20166Internacional-RS,Thiago Duarte Peixoto-SP,N,S,N,Emerson Augusto de Carvalho-SP_e_Anderson José de Moraes Coelho-SP,Salvador,Vitória-BA,Internacional-RS,BA,RS,0,05/06,Manoel Barradas (Barradão),16h00,40,13,5,9691,92.1,,8924,1,0,Gilberto Rodrigues Castro Júnior-PE,N,127250,43187.01,43187.01,43187.01,2016,6,1,0,0,0,0,1,11,4,20165Vitória-BA,20165Internacional-RS,15,3,6,5,9,1,-3,4,1.2,1,1.8,0.2,-0.6,0.8,1,1,Vitoria,1
6,20166Flamengo-RJ,20166Palmeiras-SP,Dewson Fernando Freitas da Silva-PA,S,S,S,Guilherme Dias Camilo-MG_e_Bruno Pires-GO,Brasília,Flamengo-RJ,Palmeiras-SP,RJ,SP,0,05/06,Mané Garrincha,16h00,10,1,5,55848,97.9,,54665,1,2,Elmo Alves Resende Cunha-GO,N,2828565,1531710.01,1531710.01,1531710.01,2016,6,0,0,1,1,0,0,5,3,20165Flamengo-RJ,20165Palmeiras-SP,6,3,6,11,4,6,2,5,1.2,2.2,0.8,1.2,0.4,1,3,1,derrota,-1
7,20166Grêmio-RS,20166Ponte Preta-SP,Péricles Bassols Pegado Cortez-PE,S,N,N,Clóvis Amaral da Silva-PE_e_Cléberson Nascimento-PE,Porto Alegre,Grêmio-RS,Ponte Preta-SP,RS,SP,0,05/06,Arena do Grêmio,16h00,12,15,5,15125,100,,15125,1,0,Leonardo Garcia Cavaleiro-RJ,N,463131,345277.99,345277.99,345277.99,2016,6,1,0,0,0,0,1,1,12,20165Grêmio-RS,20165Ponte Preta-SP,1,11,9,5,4,7,5,-2,1.8,1,0.8,1.4,1,-0.4,1,1,Vitoria,1
8,20166Sport-PE,20166Atlético Mineiro-MG,Rodrigo Nunes de Sá-RJ,N,S,N,Rodrigo F. Henrique Correa-RJ_e_Dibert Pedrosa Moisés-RJ,Recife,Sport-PE,Atlético Mineiro-MG,PE,MG,0,05/06,Ilha do Retiro,16h00,19,4,5,13037,99.1,,12916,4,4,Cláudio Francisco Lima e Silva-SE,N,205345,120080.55,120080.55,120080.55,2016,6,0,1,0,0,1,0,16,13,20165Sport-PE,20165Atlético Mineiro-MG,17,12,2,4,5,6,-3,-2,0.4,0.8,1,1.2,-0.6,-0.4,8,1,empate,0
9,20166Cruzeiro-MG,20166São Paulo-SP,André Luiz de Freitas Castro-GO,N,S,N,Nadine Schramm Camara Bastos-SC_e_Cristhian Passos Sorence-GO,Belo Horizonte,Cruzeiro-MG,São Paulo-SP,MG,SP,0,05/06,Mineirão,18h30,8,18,5,18904,99.9,,18880,0,1,Felipe Varejão-ES,N,466861,51085.23,51085.23,51085.23,2016,6,0,0,1,1,0,0,18,5,20165Cruzeiro-MG,20165São Paulo-SP,15,9,5,4,8,4,-3,0,1,0.8,1.6,0.8,-0.6,0,1,1,derrota,-1
0,20167Internacional-RS,20167América Mineiro-MG,Luiz Flávio de Oliveira-SP,S,N,N,Danilo Ricardo Simon Manis-SP_e_Miguel Cataneo Ribeiro da Costa-SP,Porto Alegre,Internacional-RS,América Mineiro-MG,RS,MG,0,11/06,Beira-Rio,16h00,13,22,5,15640,100,,15640,3,1,Márcio C. Brum Coruja-RS,N,448317,279253.46,279253.46,279253.46,2016,7,1,0,0,0,0,1,2,19,20166Internacional-RS,20166América Mineiro-MG,4,16,5,5,2,8,3,-3,0.8333333333,0.8333333333,0.3333333333,1.3333333333,0.5,-0.5,4,1,Vitoria,1
1,20167Ponte Preta-SP,20167Chapecoense-SC,Rodrigo Batista Raposo-DF,N,N,N,Daniel Henrique-DF_e_José Reinaldo-DF,Campinas,Ponte Preta-SP,Chapecoense-SC,SP,SC,0,11/06,Moisés Lucarelli,16h00,15,44,5,6978,50.1,,3499,2,1,Leonardo Ferreira Lima-SP,N,50070,-18703.3,-18703.3,-18703.3,2016,7,1,0,0,0,0,1,9,8,20166Ponte Preta-SP,20166Chapecoense-SC,12,5,5,10,8,7,-3,3,0.8333333333,1.6666666667,1.3333333333,1.1666666667,-0.5,0.5,3,1,Vitoria,1
2,20167Fluminense-RJ,20167Grêmio-RS,André Luiz de Freitas Castro-GO,N,S,S,Fabrício Vilarinho da Silva-GO_e_Eduardo Gonçalves da Cruz-MS,Volta Redonda,Fluminense-RJ,Grêmio-RS,RJ,RS,0,11/06,Raulino de Oliveira,18h30,11,12,5,11200,22,,2467,1,1,Carlos Eduardo Nunes Braga-RJ,N,63050,-49454.84,-49454.84,-49454.84,2016,7,0,1,0,0,1,0,10,3,20166Fluminense-RJ,20166Grêmio-RS,9,1,5,10,5,4,0,6,0.8333333333,1.6666666667,0.8333333333,0.6666666667,0,1,2,1,empate,0
3,20167São Paulo-SP,20167Atlético Paranaense-PR,Anderson Daronco-RS,S,N,N,Alexandre Pruinelli Kleiniche-RS_e_Lúcio Beiersdorf Flor-RS,São Paulo,São Paulo-SP,Atlético Paranaense-PR,SP,PR,0,11/06,Morumbi,21h00,18,25,5,17505,70.8,,12389,1,2,Adriano de Assis Miranda-SP,N,383237,162890.26,162890.26,162890.26,2016,7,0,0,1,1,0,0,6,11,20166São Paulo-SP,20166Atlético Paranaense-PR,5,15,5,5,4,9,1,-4,0.8333333333,0.8333333333,0.6666666667,1.5,0.1666666667,-0.6666666667,3,1,derrota,-1
4,20167Botafogo-RJ,20167Vitória-BA,Ricardo Marques Ribeiro-MG,S,N,N,Celso Luiz da Silva-MG_e_Sidmar dos Santos Meurer-MG,Volta Redonda,Botafogo-RJ,Vitória-BA,RJ,BA,0,12/06,Raulino de Oliveira,11h00,6,40,5,3185,37.8,,1203,1,1,Daniel de Souza Macedo-RJ,N,28340,-60643.17,-60643.17,-60643.17,2016,7,0,1,0,0,1,0,19,14,20166Botafogo-RJ,20166Vitória-BA,20,11,3,7,8,9,-5,-2,0.5,1.1666666667,1.3333333333,1.5,-0.8333333333,-0.3333333333,2,1,empate,0
5,20167Coritiba-PR,20167Sport-PE,Bráulio da Silva Machado-SC,N,N,N,Carlos Berkenbrock-SC_e_Alex dos Santos-SC,Curitiba,Coritiba-PR,Sport-PE,PR,PE,0,12/06,Couto Pereira,11h00,7,19,5,8221,100,,8221,3,2,Rafael Traci-PR,N,126090,-72324.98,-72324.98,-72324.98,2016,7,1,0,0,0,0,1,16,18,20166Coritiba-PR,20166Sport-PE,19,16,7,6,11,9,-4,-3,1.1666666667,1,1.8333333333,1.5,-0.6666666667,-0.5,5,1,Vitoria,1
6,20167Palmeiras-SP,20167Corinthians-SP,Raphael Claus-SP,S,S,N,Emerson Augusto de Carvalho-SP_e_Rogério Pablos Zanardo-SP,São Paulo,Palmeiras-SP,Corinthians-SP,SP,SP,1,12/06,Allianz Parque,16h00,1,2,5,39935,100,,39935,1,0,Thiago Duarte Peixoto-SP,N,2763659.36,2121545.6,2121545.6,2121545.6,2016,7,1,0,0,0,0,1,1,4,20166Palmeiras-SP,20166Corinthians-SP,3,1,13,10,7,4,6,6,2.1666666667,1.6666666667,1.1666666667,0.6666666667,1,1,1,1,Vitoria,1
7,20167Atlético Mineiro-MG,20167Cruzeiro-MG,Marcelo Aparecido Ribeiro de Souza-SP,N,S,N,Guilherme Dias Camilo-MG_e_Pablo Almeida Costa-MG,Belo Horizonte,Atlético Mineiro-MG,Cruzeiro-MG,MG,MG,1,12/06,Independência,16h00,4,8,5,20081,97,,19484,2,3,Cleisson Veloso Pereira-MG,N,616736,-13977.67,-13977.67,-13977.67,2016,7,0,0,1,1,0,0,17,15,20166Atlético Mineiro-MG,20166Cruzeiro-MG,13,18,8,5,10,9,-2,-4,1.3333333333,0.8333333333,1.6666666667,1.5,-0.3333333333,-0.6666666667,5,1,derrota,-1
8,20167Figueirense-SC,20167Flamengo-RJ,Leandro Pedro Vuaden-RS,S,N,N,Rafael da Silva Alves-RS_e_Elio Nepomuceno de Andrade Júnior-RS,Florianópolis,Figueirense-SC,Flamengo-RJ,SC,RJ,0,12/06,Orlando Scarpelli,16h00,9,10,5,10948,100,,10948,1,0,Célio Amorim-SC,N,357270,248434.2,248434.2,248434.2,2016,7,1,0,0,0,0,1,12,6,20166Figueirense-SC,20166Flamengo-RJ,13,5,6,7,7,6,-1,1,1,1.1666666667,1.1666666667,1,-0.1666666667,0.1666666667,1,1,Vitoria,1
9,20167Santa Cruz-PE,20167Santos-SP,Elmo Alves Resende Cunha-GO,N,S,N,Bruno Pires-GO_e_Leone Carvalho-GO,Recife,Santa Cruz-PE,Santos-SP,PE,SP,0,12/06,Arruda,19h00,55,17,5,18235,79.5,,14493,0,2,Emerson Sobral-PE,N,182805,137669.54,137669.54,137669.54,2016,7,0,0,1,1,0,0,12,5,20166Santa Cruz-PE,20166Santos-SP,8,9,11,7,7,6,4,1,1.8333333333,1.1666666667,1.1666666667,1,0.6666666667,0.1666666667,2,1,derrota,-1
0,20168São Paulo-SP,20168Vitória-BA,Wagner Reway-MT,N,S,N,Eduardo Gonçalves da Cruz-MS_e_Fábio Rodrigo Rubinho-MT,São Paulo,São Paulo-SP,Vitória-BA,SP,BA,0,15/06,Morumbi,19h30,18,40,5,14805,62.2,,9213,2,0,Vinícius Gonçalves Dias Araujo-SP,N,264262,57230.91,57230.91,57230.91,2016,8,1,0,0,0,0,1,6,14,20167São Paulo-SP,20167Vitória-BA,6,14,6,8,6,10,0,-2,0.8571428571,1.1428571429,0.8571428571,1.4285714286,0,-0.2857142857,2,0,Vitoria,1
1,20168Chapecoense-SC,20168Grêmio-RS,Luiz Flávio de Oliveira-SP,S,N,N,Danilo Ricardo Simon Manis-SP_e_Alex Ang Ribeiro-SP,Chapecó,Chapecoense-SC,Grêmio-RS,SC,RS,0,15/06,Arena Condá,19h30,44,12,5,13154,100,,13154,3,3,Bráulio da Silva Machado-SC,N,446485,361381.74,361381.74,361381.74,2016,8,0,1,0,0,1,0,11,3,20167Chapecoense-SC,20167Grêmio-RS,8,3,11,11,9,5,2,6,1.5714285714,1.5714285714,1.2857142857,0.7142857143,0.2857142857,0.8571428571,6,0,empate,0
2,20168Ponte Preta-SP,20168Atlético Paranaense-PR,Elmo Alves Resende Cunha-GO,N,S,S,Fabrício Vilarinho da Silva-GO_e_Bruno Pires-GO,Campinas,Ponte Preta-SP,Atlético Paranaense-PR,SP,PR,0,15/06,Moisés Lucarelli,19h30,15,25,5,4055,72.7,,2948,3,2,Vinícius Furlan-SP,N,44930,-24544.67,-24544.67,-24544.67,2016,8,1,0,0,0,0,1,8,13,20167Ponte Preta-SP,20167Atlético Paranaense-PR,9,11,7,7,9,10,-2,-3,1,1,1.2857142857,1.4285714286,-0.2857142857,-0.4285714286,5,0,Vitoria,1
3,20168Botafogo-RJ,20168América Mineiro-MG,Rodrigo Batista Raposo-DF,N,N,N,Daniel Henrique-DF_e_José Reinaldo-DF,Volta Redonda,Botafogo-RJ,América Mineiro-MG,RJ,MG,0,15/06,Raulino de Oliveira,21h00,6,22,5,3098,28.5,,883,3,1,Grazianni Maciel Rocha-RJ,N,19580,-73757.22,-73757.22,-73757.22,2016,8,1,0,0,0,0,1,14,20,20167Botafogo-RJ,20167América Mineiro-MG,19,19,4,6,9,11,-5,-5,0.5714285714,0.8571428571,1.2857142857,1.5714285714,-0.7142857143,-0.7142857143,4,0,Vitoria,1
4,20168Santos-SP,20168Sport-PE,Leandro Pedro Vuaden-RS,S,N,N,Lúcio Beiersdorf Flor-RS_e_Fabiano da Silva Ramires-ES,Santos,Santos-SP,Sport-PE,SP,PE,0,15/06,Vila Belmiro,21h00,17,19,5,5009,98.6,,4937,2,0,Flávio Rodrigues de Souza-SP,N,123620,-5361.56,-5361.56,-5361.56,2016,8,1,0,0,0,0,1,4,19,20167Santos-SP,20167Sport-PE,5,18,9,8,6,12,3,-4,1.2857142857,1.1428571429,0.8571428571,1.7142857143,0.4285714286,-0.5714285714,2,0,Vitoria,1
5,20168Santa Cruz-PE,20168Figueirense-SC,Marcelo Aparecido Ribeiro de Souza-SP,N,N,N,Anderson José de Moraes Coelho-SP_e_Miguel Cataneo Ribeiro da Costa-SP,Recife,Santa Cruz-PE,Figueirense-SC,PE,SC,0,15/06,Arruda,21h00,55,9,5,12095,72.3,,8747,1,0,Gilberto Rodrigues Castro Júnior-PE,N,128510,90529.29,90529.29,90529.29,2016,8,1,0,0,0,0,1,9,12,20167Santa Cruz-PE,20167Figueirense-SC,12,12,11,7,9,7,2,0,1.5714285714,1,1.2857142857,1,0.2857142857,0,1,0,Vitoria,1
6,20168Cruzeiro-MG,20168Flamengo-RJ,Raphael Claus-SP,S,S,N,Emerson Augusto de Carvalho-SP_e_Rogério Pablos Zanardo-SP,Belo Horizonte,Cruzeiro-MG,Flamengo-RJ,MG,RJ,0,15/06,Mineirão,21h45,8,10,5,17595,100,,17593,0,1,Igor Junio Benevenuto-MG,N,472502,58844.07,58844.07,58844.07,2016,8,0,0,1,1,0,0,17,7,20167Cruzeiro-MG,20167Flamengo-RJ,15,6,8,7,11,7,-3,0,1.1428571429,1,1.5714285714,1,-0.4285714286,0,1,0,derrota,-1
7,20168Coritiba-PR,20168Palmeiras-SP,Anderson Daronco-RS,S,S,N,Nadine Schramm Camara Bastos-SC_e_Rafael da Silva Alves-RS,Curitiba,Coritiba-PR,Palmeiras-SP,PR,SP,0,15/06,Couto Pereira,21h45,7,1,5,12794,100,,12794,2,2,Rodolpho Toski Marques-PR,N,376990,134059.14,134059.14,134059.14,2016,8,0,1,0,0,1,0,14,2,20167Coritiba-PR,20167Palmeiras-SP,16,1,10,14,13,7,-3,7,1.4285714286,2,1.8571428571,1,-0.4285714286,1,4,0,empate,0
8,20168Internacional-RS,20168Atlético Mineiro-MG,Péricles Bassols Pegado Cortez-PE,S,N,N,Thiago Henrique Neto Corrêa Farinha-RJ_e_Cléberson Nascimento-PE,Porto Alegre,Internacional-RS,Atlético Mineiro-MG,RS,MG,0,16/06,Beira-Rio,19h30,13,4,5,21881,100,,21881,2,0,Diego Almeida Real-RS,N,602270,400946.89,400946.89,400946.89,2016,8,1,0,0,0,0,1,1,18,20167Internacional-RS,20167Atlético Mineiro-MG,2,17,8,10,3,13,5,-3,1.1428571429,1.4285714286,0.4285714286,1.8571428571,0.7142857143,-0.4285714286,2,0,Vitoria,1
9,20168Fluminense-RJ,20168Corinthians-SP,Ricardo Marques Ribeiro-MG,S,S,N,Guilherme Dias Camilo-MG_e_Pablo Almeida Costa-MG,Brasília,Fluminense-RJ,Corinthians-SP,RJ,SP,0,16/06,Mané Garrincha,20h00,11,2,5,21148,100,,21148,1,0,Eduardo Tomaz de Aquino Valadão-GO,N,994960,800000,800000,800000,2016,8,1,0,0,0,0,1,10,5,20167Fluminense-RJ,20167Corinthians-SP,10,4,6,10,6,5,0,5,0.8571428571,1.4285714286,0.8571428571,0.7142857143,0,0.7142857143,1,0,Vitoria,1
0,20169Palmeiras-SP,20169Santa Cruz-PE,Eduardo Tomaz de Aquino Valadão-GO,N,S,N,Fabrício Vilarinho da Silva-GO_e_Cristhian Passos Sorence-GO,São Paulo,Palmeiras-SP,Santa Cruz-PE,SP,PE,0,18/06,Allianz Parque,16h00,1,55,5,34162,100,,34162,3,1,Marcelo Aparecido Ribeiro de Souza-SP,N,2167071.76,1605012.07,1605012.07,1605012.07,2016,9,1,0,0,0,0,1,1,10,20168Palmeiras-SP,20168Santa Cruz-PE,2,9,16,12,9,9,7,3,2,1.5,1.125,1.125,0.875,0.375,4,1,Vitoria,1
1,20169Atlético Paranaense-PR,20169Santos-SP,Anderson Daronco-RS,S,S,N,Bruno Pires-GO_e_Alexandre Pruinelli Kleiniche-RS,Curitiba,Atlético Paranaense-PR,Santos-SP,PR,SP,0,18/06,Arena da Baixada,18h00,25,17,5,15359,100,,15359,1,0,Edivaldo Elias da Silva-PR,N,395520,136492.19,136492.19,136492.19,2016,9,1,0,0,0,0,1,9,5,20168Atlético Paranaense-PR,20168Santos-SP,13,4,9,11,13,6,-4,5,1.125,1.375,1.625,0.75,-0.5,0.625,1,1,Vitoria,1
2,20169América Mineiro-MG,20169Coritiba-PR,Wagner do Nascimento Magalhães-RJ,N,N,N,Dibert Pedrosa Moisés-RJ_e_Luiz Cláudio Regazone-RJ,Belo Horizonte,América Mineiro-MG,Coritiba-PR,MG,PR,0,18/06,Independência,21h00,22,7,5,2607,30.5,,796,2,1,Igor Junio Benevenuto-MG,N,12290,-52832.18,-52832.18,-52832.18,2016,9,1,0,0,0,0,1,19,15,20168América Mineiro-MG,20168Coritiba-PR,20,14,7,12,14,15,-7,-3,0.875,1.5,1.75,1.875,-0.875,-0.375,3,1,Vitoria,1
3,20169Vitória-BA,20169Chapecoense-SC,Leandro Pedro Vuaden-RS,S,N,N,José Eduardo Calza-RS_e_Lúcio Beiersdorf Flor-RS,Salvador,Vitória-BA,Chapecoense-SC,BA,SC,0,19/06,Manoel Barradas (Barradão),11h00,40,44,5,7963,96.7,,7702,1,2,Johnn Herbert Alves Bispo-BA,N,96034,22194.56,22194.56,22194.56,2016,9,0,0,1,1,0,0,16,8,20168Vitória-BA,20168Chapecoense-SC,14,11,8,14,12,12,-4,2,1,1.75,1.5,1.5,-0.5,0.25,3,1,derrota,-1
4,20169Atlético Mineiro-MG,20169Ponte Preta-SP,Wagner Reway-MT,N,N,S,Carlos Berkenbrock-SC_e_Nadine Schramm Camara Bastos-SC,Belo Horizonte,Atlético Mineiro-MG,Ponte Preta-SP,MG,SP,0,19/06,Independência,11h00,4,15,5,16768,91.9,,15404,3,0,Cleisson Veloso Pereira-MG,N,300593,-23703.39,-23703.39,-23703.39,2016,9,1,0,0,0,0,1,14,10,20168Atlético Mineiro-MG,20168Ponte Preta-SP,18,8,10,10,15,11,-5,-1,1.25,1.25,1.875,1.375,-0.625,-0.125,3,1,Vitoria,1
5,20169Flamengo-RJ,20169São Paulo-SP,Elmo Alves Resende Cunha-GO,N,S,S,Alessandro Álvaro Rocha Mattos-BA_e_Guilherme Dias Camilo-MG,Brasília,Flamengo-RJ,São Paulo-SP,RJ,SP,0,19/06,Mané Garrincha,16h00,10,18,5,34829,78.2,,27233,2,2,Rodrigo Batista Raposo-DF,N,1493145,759387.66,759387.66,759387.66,2016,9,0,1,0,0,1,0,7,5,20168Flamengo-RJ,20168São Paulo-SP,7,6,8,8,7,6,1,2,1,1,0.875,0.75,0.125,0.25,4,1,empate,0
6,20169Corinthians-SP,20169Botafogo-RJ,Rodolpho Toski Marques-PR,N,N,N,Ivan Carlos Bohn-PR_e_Rafael Trombeta-PR,São Paulo,Corinthians-SP,Botafogo-RJ,SP,RJ,0,19/06,Arena Corinthians,16h00,2,6,5,34747,100,,34747,3,1,Vinícius Furlan-SP,N,2023396.5,1234007.64,1234007.64,1234007.64,2016,9,1,0,0,0,0,1,4,17,20168Corinthians-SP,20168Botafogo-RJ,5,14,10,7,6,10,4,-3,1.25,0.875,0.75,1.25,0.5,-0.375,4,1,Vitoria,1
7,20169Figueirense-SC,20169Internacional-RS,Luiz Flávio de Oliveira-SP,S,S,N,Emerson Augusto de Carvalho-SP_e_Alberto Poletto Masseira-SP,Florianópolis,Figueirense-SC,Internacional-RS,SC,RS,0,19/06,Orlando Scarpelli,16h00,9,13,5,8741,100,,8741,3,2,Evandro Bender-SC,N,266735,173821.51,173821.51,173821.51,2016,9,1,0,0,0,0,1,13,2,20168Figueirense-SC,20168Internacional-RS,12,1,7,10,8,3,-1,7,0.875,1.25,1,0.375,-0.125,0.875,5,1,Vitoria,1
8,20169Sport-PE,20169Fluminense-RJ,Raphael Claus-SP,S,N,N,Danilo Ricardo Simon Manis-SP_e_Rogério Pablos Zanardo-SP,Recife,Sport-PE,Fluminense-RJ,PE,RJ,0,19/06,Ilha do Retiro,16h00,19,11,5,7385,97.1,,7173,2,1,Nielson Nogueira Dias-PE,N,111090,54119,54119,54119,2016,9,1,0,0,0,0,1,17,10,20168Sport-PE,20168Fluminense-RJ,19,10,8,7,14,6,-6,1,1,0.875,1.75,0.75,-0.75,0.125,3,1,Vitoria,1
9,20169Grêmio-RS,20169Cruzeiro-MG,Thiago Duarte Peixoto-SP,N,S,N,Marcelo Carvalho Van Gasse-SP_e_Alex Ang Ribeiro-SP,Porto Alegre,Grêmio-RS,Cruzeiro-MG,RS,MG,0,19/06,Arena do Grêmio,19h00,12,8,5,14658,100,,14658,2,0,Jean Pierre Gonçalves Lima-RS,N,453041,337550.76,337550.76,337550.76,2016,9,1,0,0,0,0,1,3,19,20168Grêmio-RS,20168Cruzeiro-MG,3,17,14,8,8,12,6,-4,1.75,1,1,1.5,0.75,-0.5,2,1,Vitoria,1
0,201610Palmeiras-SP,201610América Mineiro-MG,Péricles Bassols Pegado Cortez-PE,S,N,N,Clóvis Amaral da Silva-PE_e_Cléberson Nascimento-PE,São Paulo,Palmeiras-SP,América Mineiro-MG,SP,MG,0,21/06,Allianz Parque,21h30,1,22,5,27429,100,,27429,2,0,Flávio Rodrigues de Souza-SP,N,1543520.8,1053764.15,1053764.15,1053764.15,2016,10,1,0,0,0,0,1,1,20,20169Palmeiras-SP,20169América Mineiro-MG,1,19,19,9,10,15,9,-6,2.1111111111,1,1.1111111111,1.6666666667,1,-0.6666666667,2,0,Vitoria,1
1,201610Ponte Preta-SP,201610Cruzeiro-MG,Dewson Fernando Freitas da Silva-PA,S,N,N,Márcio Gleidson Correia Dias-PA_e_Hélcio Araújo Neves-PA,Campinas,Ponte Preta-SP,Cruzeiro-MG,SP,MG,0,22/06,Moisés Lucarelli,19h30,15,8,5,5149,76.8,,3955,0,4,Thiago Duarte Peixoto-SP,N,67060,-5636.26,-5636.26,-5636.26,2016,10,0,0,1,1,0,0,15,14,20169Ponte Preta-SP,20169Cruzeiro-MG,10,19,10,8,14,14,-4,-6,1.1111111111,0.8888888889,1.5555555556,1.5555555556,-0.4444444444,-0.6666666667,4,0,derrota,-1
