unidade,pib2010,capita2010,pib2011,capita2011,pib2012,capita2012,pib2013,capita2013
Cedral,131251,16472.3,167788,20791.61,188521,23088.97,238343,27866.55
Cerqueira César,280183,15981.21,319683,18044.85,383566,21436.67,446539,23875.25
Cerquilho,1179767,29755.27,1373121,33994.04,1428374,34716.46,1471019,33837.53
Cesário Lange,210293,13526.26,229777,14594.58,250573,15717.79,272322,16290.13
Charqueada,264788,17551.88,287295,18847.66,235380,15289.36,237903,14783.93
Chavantes,161263,13312.11,163482,13501.94,198816,16428.35,211685,16961.94
Clementina,176960,25051.01,165724,23039.6,84989,11616.93,160003,20733.79
Colina,519530,29904.47,576999,33111.41,652707,37344.5,642069,35459.74
Colômbia,223428,37275.28,209764,34972.33,217335,36216.53,222513,35912.34
Conchal,341481,13528.27,371250,14601.76,426680,16657.42,499992,18734.03
Conchas,207253,12713.37,215499,13144.19,240724,14591.96,259832,15139.99
Cordeirópolis,1801544,85441.97,2032861,95224.89,2151904,99592.91,2274597,100432.56
Coroados,82572,15764.05,84751,15984.7,90645,16904.99,100208,17846.43
Coronel Macedo,38018,7602,46533,9389.17,55178,11231.06,55199,11019.97
Corumbataí,98593,25449.81,111766,28798.33,118601,30512.34,143503,35715.08
Cosmópolis,899379,15290.1,995148,16602.96,1088730,17844.24,1229257,19083.4
Cosmorama,194788,27001.33,223916,31090.74,214990,29897.15,222968,30114.47
Cotia,7010809,34875.66,8268652,40304.61,9011507,43111.69,9883959,44735.74
Cravinhos,634393,20019.97,725765,22720.63,806189,25047.05,955636,28489.89
Cristais Paulista,121261,15974.29,102333,13348.88,163398,21108.08,133406,16492.28
Cruzália,38838,17109.44,51149,22742.81,58533,26318.75,70786,31321.31
Cruzeiro,1457412,18910.24,1624182,21008.15,1530635,19731.04,1925412,23945.53
Cubatão,8759369,73733.93,7910341,66184.25,7240647,60191.76,7722280,61690.39
Cunha,111543,5099.34,120355,5527.71,139974,6455.78,167291,7518.35
Descalvado,741886,23890.95,909010,29116.27,954205,30409.04,1056514,32413.37
Diadema,10931728,28317.68,11978356,30826.29,12321425,31514.21,13428069,33015.67
Dirce Reis,24290,14381.28,26204,15459.52,34766,20462.45,42997,24430.19
Divinolândia,114169,10185.46,130046,11667.46,188314,16986.66,206323,17780.32
Dobrada,57416,7230.28,57957,7234.7,63794,7895.28,81632,9681.23
Dois Córregos,401836,16223.99,511763,20525.53,540370,21528.69,523836,20050.38
Dolcinópolis,22688,10824.57,24451,11687.77,28213,13512.07,31653,14735.86
Dourado,125527,14584.31,153455,17822.9,199007,23113.48,248081,27924.5
Dracena,665866,15391.12,741114,17048.85,834545,19108.08,956944,21103.16
Duartina,122090,9965.72,142219,11624.87,157954,12928.01,182096,14469.25
Dumont,103883,12757.37,123441,14901.17,149601,17765.29,161693,18220.93
Echaporã,77854,12322.5,92311,14701.57,95308,15268.75,113150,17710.2
Eldorado,187673,12814.81,174842,11910.22,214072,14544.9,106389,6981.79
Elias Fausto,434825,27527.54,431120,27080.4,434023,27025.06,478003,28517.08
Elisiário,40771,13067.58,42638,13484.58,51302,16021.96,55025,16381.5
Embaúba,32451,13392.88,34989,14464.32,31498,13042.58,37769,15192.51
Embu das Artes,4893617,20389.48,5867449,24172.74,6781516,27662.95,8106457,31635.32
Embu-Guaçu,629580,10017.82,708392,11205.37,767434,12056.53,866632,13076.7
Emilianópolis,36530,12080.06,37865,12496.72,41412,13622.39,42537,13508.09
Engenheiro Coelho,288150,18331.3,344091,21295.39,365320,22033.75,351645,19888.28
Espírito Santo do Pinhal,872230,20807.51,993758,23651.33,1152891,27369.64,1238170,28391.23
Espírito Santo do Turvo,76426,17999.48,69773,16271.58,63642,14697.84,74098,16375.21
Estiva Gerbi,188650,18782.38,203216,20048.97,184049,18001.66,207827,19479.56
Estrela d'Oeste,266005,32408.05,264752,32267.1,370072,45125.22,427714,50569.15
Estrela do Norte,35363,13289.25,38637,14519.77,40272,15122.69,41533,15092.05
Euclides da Cunha Paulista,54905,5728.24,64794,6793.92,75858,7992.61,96483,9917.04
Fartura,162388,10596.96,172858,11265.5,205539,13375.33,238190,14990.88
Fernando Prestes,84379,15247.45,102874,18562.67,112132,20203.95,133840,23333.29
Fernandópolis,1055334,16309.42,1151083,17727.78,1330375,20417.99,1527018,22608.09
Fernão,23237,14866.92,24804,15758.43,26574,16787.27,35072,21307.25
Ferraz de Vasconcelos,2150444,12778.21,2371368,13924.89,2510777,14578.72,2592684,14377.76
Flora Rica,21344,12182.9,21628,12574.21,28666,16982.48,35014,20608.42
Floreal,40384,13447.82,53176,17802.41,51307,17275.06,54879,18040.34
Flórida Paulista,140313,10920.17,141954,10934.66,162458,12390.01,180945,13203.81
Florínia,79410,28069.88,99682,35512.07,102707,36878.61,110178,38754.28
Franca,5049074,15838.49,5944181,18517,6693389,20702.89,7342433,21804.85
Francisco Morato,855991,5539.03,978883,6272.32,1064270,6752.86,1221496,7415.68
Franco da Rocha,1598037,12142.86,1785285,13382.24,1960543,14506.42,2326997,16407.64
Gabriel Monteiro,35443,13102.64,37636,13903.21,40423,14938.28,42538,15246.74
Gália,78569,11206.49,79205,11401.34,92175,13389.78,92076,13118.16
Garça,700076,16234.03,737814,17113.89,853115,19790.18,889110,19989.44
Gastão Vidigal,38031,9070.01,40641,9585.05,47295,11037.29,50652,11301.23
Gavião Peixoto,63333,14328.73,59985,13504.02,83310,18662.67,99961,21566.5
General Salgado,172339,16145.69,229446,21528.1,245187,23030.9,291695,26590.23
Getulina,145848,13533.28,142529,13202.01,84898,7842.79,166498,14853.96
Glicério,58543,12790.62,61223,13379.26,73813,16095.25,81814,17242.08
Guaiçara,127283,11927.92,116798,10832.65,108566,9968.44,148745,13065.01
Guaimbê,54478,10041.96,55300,10161.62,45120,8266.74,60291,10663.39
Guaíra,1063554,28428.16,1150599,30585.59,1256853,33227.23,1564447,39793.63
Guapiaçu,238995,13362.86,275171,15152.61,294489,15969.23,325998,16796.25
Guapiara,191701,10657.14,212637,11901.77,206135,11621.07,339191,18709.88
Guará,281041,14148.28,315542,15831.73,395617,19779.88,396570,19127.47
Guaraçaí,123699,14664.97,177852,21172.87,190996,22830.04,181560,21146.09
Guaraci,189919,19037.56,209735,20842.15,205761,20277.97,223785,21143.7
Guarani d'Oeste,17638,8957.7,18880,9593.69,24212,12321.75,25539,12624.12
Guarantã,102805,16063.3,101398,15816.21,87289,13602.7,113643,17143.27
Guararapes,585798,19143.73,639308,20802.68,698327,22627.4,709832,22166.32
Guararema,1137113,43970.17,1290677,49362.33,1305379,49373.25,1686845,60943.13
Guaratinguetá,2877329,25669.58,3045635,27030.27,3408988,30099.32,4120223,35017.15
Guareí,145612,9995.35,171480,11507.95,165524,10871.88,194910,12069.5
Guariba,629917,17748.64,661785,18473.22,675939,18697.65,720266,19081.41
Guarujá,4486324,15437.77,5064750,17300.95,5744061,19493.26,6746390,21997.93
Guarulhos,36796447,30102.86,40340068,32705.44,44035618,35383.67,49392842,38016.46
Guatapará,136019,19526.17,118187,16854.9,101282,14354,206621,28146.21
Guzolândia,43414,9132.18,50236,10487.68,46782,9697.67,50179,9989.89
Herculândia,117387,13498.96,141512,16170.95,164096,18640.96,179962,19659.35
Holambra,411885,36475.85,475051,40906.8,540850,45384.72,603033,47456.78
Hortolândia,8907167,46337.19,9242091,47207.47,8443107,42479.33,9202710,44002.84
Iacanga,235188,23495.26,360974,35577.97,386101,37576.74,435518,40415.53
Iacri,90868,14156.02,97174,15202.37,108581,17059,122164,18708.07
Iaras,76490,11994.63,70837,10682.69,65125,9468.53,82957,11163.66
Ibaté,431256,14036.45,524420,16883.01,492595,15697.74,550441,16776.62
Ibirá,114883,10570.79,128730,11694.2,155684,14006.69,183779,15822.59
Ibirarema,138255,20558.36,166578,24482.41,137302,19956.73,158688,22030.85
Ibitinga,784529,14756.21,884392,16481.4,981620,18129.13,1051386,18598.4
Ibiúna,788084,11064.25,883557,12315.75,1047843,14503.21,1252456,16645.93
Icém,114936,15402.84,114489,15234.78,130294,17218.65,153612,19501.29
Iepê,109995,14421.75,133216,17397.88,161340,20994.2,161412,20262.58
Igaraçu do Tietê,182197,7796.19,200256,8550.65,213092,9077.39,248571,10229.66
Igarapava,613390,21938.14,742137,26403.05,865014,30610.21,1007773,34318.84
Igaratá,97725,11073.6,115116,12973.73,123311,13835,144875,15660.49
Iguape,256876,8905.69,822890,28424.53,1111832,38266.47,1330439,44165.41
Ilha Comprida,88632,9818.59,94202,10234.92,1399690,149284.3,2404137,242646.02
Ilha Solteira,320260,12774.11,384814,15303.18,442150,17527.57,460622,17622.68
Ilhabela,376015,13345.22,833300,28973.28,1162045,39649.4,3256712,105112.86
Indaiatuba,7624896,37775.43,8135157,39527.89,9156429,43631.34,10303802,46404.74
Indiana,39519,8185.39,41246,8562.66,44264,9204.34,50827,10265.94
Indiaporã,47657,12200.89,47466,12195.79,56358,14525.2,61142,15331.44
Inúbia Paulista,76986,21208.23,84402,23098.59,99767,27125.46,111667,29186.44
Ipaussu,236091,17175.23,221175,16086.63,275351,19908.27,300416,20886.88
Iperó,318005,11236.53,368407,12676.59,361017,12115.47,412405,12991.17
Ipeúna,197468,32823.78,176788,28769.35,193881,30921.94,547415,82466.86
Ipiguá,49087,11008.53,47106,10377.98,51015,11058.89,59585,12265.33
Iporanga,23553,5474.89,25768,6022.03,28799,6760.44,37258,8527.8
Ipuã,210044,14848.32,266869,18632.23,278697,19231.09,280645,18482.93
Iracemápolis,392612,19584.59,449476,22062.36,480139,23189.51,551599,25285.29
Irapuã,71355,9796.11,77496,10582.53,85207,11562.91,94833,12370.59
Irapuru,65737,8441.94,71877,9197.34,67610,8623.72,70732,8707.62
Itaberá,204855,11469.39,201769,11349.36,313239,17698.14,310988,17126.78
Itaí,314802,13108.55,354257,14616.99,407723,16671.01,463200,18139.79
Itajobi,240652,16536.22,253528,17386.39,301403,20635.55,392941,26015.69
Itaju,46704,14313.34,60095,18249.34,53191,15935.01,50597,14435.59
Itanhaém,845813,9716.07,941580,10673.81,1094204,12248.74,1306101,13939.78
Itaóca,18863,5843.68,24685,7644.77,25879,8014.5,30328,9101.94
Itapecerica da Serra,2847785,18688.7,3172936,20553.56,3117805,19976.07,3138820,19213.78
Itapetininga,2510806,17385.93,2885124,19785.24,3045295,20685.48,3443714,22389.4
Itapeva,1150393,13107.65,1298494,14734.01,1452737,16416.78,1740298,18956.05
Itapevi,5718598,28468.58,6511223,31962.89,7821246,37864.65,8506280,39198.54
Itapira,1902593,27829.93,2146997,31145.69,2401930,34651.38,2665923,37002.05
Itapirapuã Paulista,19662,5062.4,21855,5598.13,24908,6344.26,26979,6610.79
Itápolis,919872,22960.07,1077488,26784.53,1211936,29999.16,1190554,28400.62
Itaporanga,114448,7868.04,131178,9007.02,150937,10353.03,169862,11276.04
Itapuí,343491,28198.93,416092,33795.64,487205,39145.52,503132,38634.14
Itapura,56121,12871.76,79659,18116.6,65500,14765.62,68816,14866.25
Itaquaquecetuba,3301661,10258.26,3807396,11696.42,4232387,12858.77,5060802,14687.81
Itararé,488302,10185.91,531121,11055.8,587566,12204.61,685033,13750.7
Itariri,111467,7204.93,121385,7774.12,134532,8540.62,190146,11565.37
Itatiba,3381243,33329.15,3788494,36771.5,3920532,37505.21,4483242,40791.23
Itatinga,180034,9973.08,200317,10974.49,194964,10569.47,202795,10509.14
Itirapina,355885,22918.92,327624,20826.68,293612,18431.41,315173,18862.5
Itirapuã,44276,7486.71,46376,7790.32,70051,11694.74,65377,10490.57
Itobi,53755,7124.58,61055,8083.56,79048,10457.5,87571,11216.97
Itu,4415164,28632.71,5506803,35393.27,5733776,36524.82,6660940,40644.73
Itupeva,2330251,51985.52,2442222,52754.6,2681423,56235.53,3102671,60739.03
Ituverava,613717,15858.74,729354,18758.14,849967,21759.43,996474,24572.73
Jaborandi,101748,15435.13,92700,14034.83,102734,15523.46,115036,16803.36
Jaboticabal,1577099,22005.92,1830209,25423.45,1990622,27530.9,2054316,27375.91
Jacareí,6646574,31454.43,7273463,34188.8,7643725,35681.16,8290851,37168.04
Jaci,231507,40923.97,263520,45623.19,300817,51072.45,303539,48698.65
Jacupiranga,273295,15892.94,249526,14489.62,291494,16913.88,282354,15861.7
Jaguariúna,4774198,107694.34,4835435,106411.28,4516950,97069.82,6163748,124527.7
Jales,722371,15365.68,782011,16611.67,897416,19038.46,1022394,20983.37
Jambeiro,201034,37576.47,225169,41285.17,258902,46615.34,289512,49337.34
Jandira,2177168,20077.91,2422964,22104.51,2609425,23541.84,2907439,25055.27
Jardinópolis,523306,13871.6,580072,15187.53,688701,17792.22,776184,19099.01
Jarinu,573103,24052.67,748357,30708.12,866162,34820.58,1188120,45084.79
Jaú,2351803,17943.38,2757261,20810.46,3031800,22642.27,3317903,23686.28
Jeriquara,44609,14081.07,40896,12978.8,59026,18786.1,69376,21478.56
Joanópolis,100285,8519.65,114134,9612.91,126342,10551.34,150060,12012.52
João Ramalho,84858,20507.05,105032,25163.44,102269,24367.21,127284,29186.81
José Bonifácio,686164,20936.23,806011,24369.93,941017,28195.25,1058441,30374.83
Júlio Mesquita,30157,6807.52,35357,7943.56,34799,7784.94,37915,8172.99
Jumirim,42398,15136.91,50858,17876.19,59498,20594.74,63925,21013.99
Jundiaí,23855396,64430.33,27666707,74031.96,32627829,86503.98,36622896,92970.39
Junqueirópolis,343497,18343.32,349808,18548.58,388606,20468.03,456429,23092.81
Juquiá,213109,11059.71,195427,10205.6,244380,12825,219402,11231.21
Juquitiba,303587,10566.15,332684,11506.78,362423,12462.55,419064,13858.41
Lagoinha,39944,8252.99,35767,7400.55,40454,8386.03,46034,9269.78
Laranjal Paulista,559864,22176.33,611992,24009.09,664268,25825.89,695440,25898.02
Lavínia,97080,11054.41,124676,13761.12,118025,12650.09,126442,12650.53
Lavrinhas,78149,11865.88,85072,12821.77,94764,14190.5,102436,14739.01
Leme,1645110,17919.81,1904480,20566.51,2125316,22750.85,2307965,23670.23
Lençóis Paulista,1592844,25919.29,1840298,29721.05,1942663,31135.91,2151298,33083.65
Limeira,7431037,26923.07,8378257,30127.54,9220273,32918.26,10392186,35620.42
Lindóia,69294,10330,80691,11841.95,97346,14083.6,115567,15907.43
Lins,2314613,32375.37,2384174,33181.28,2577949,35676.02,2853763,37990.91
Lorena,1336862,16193.98,1420310,17135.5,1546889,18587.06,1630272,18882.66
Lourdes,28255,13309.07,29266,13688.63,29469,13725.74,31009,13924.29
Louveira,7437541,200186.83,8993793,235809.98,10036499,256543.61,11598657,278145.26
Lucélia,264315,13292.2,277470,13871.41,302161,15018.7,328019,15681.19
Lucianópolis,23462,10404.46,26451,11719.56,28401,12544.68,32676,13934.39
Luís Antônio,788118,69831.45,887486,76487.65,1048159,88006.61,1048118,82502.96
Luiziânia,39417,7836.46,45277,8897.13,53683,10433.94,54100,10048.33
Lupércio,36857,8467.14,36785,8431.07,48095,11000.77,42916,9488.4
Lutécia,43694,16165.03,46609,17262.47,59318,22075.78,72788,26430.09
Macatuba,349568,21517.15,408360,25055.83,407620,24952.24,451278,26688.61
Macaubal,97266,12692.95,101854,13253.66,127963,16607.75,127506,15982.16
Macedônia,51978,14186.06,41511,11351.04,50275,13774.02,51352,13672.04
Magda,47983,14994.59,65916,20702.11,62029,19586.17,70683,21775.56
Mairinque,1168680,27037.13,1413760,32520.4,1571587,35951.57,1503794,33096.97
Mairiporã,1134607,14021.34,1245665,15088.73,1303822,15502.49,1454761,16367.14
Manduri,71684,7965.82,89052,9842.16,99662,10950.69,146371,15466.08
Marabá Paulista,92840,19293.4,112995,23069.71,108430,21768.67,98019,18666.66
Maracaí,318393,23860.39,463812,34721.65,402445,30073.63,413866,29899.32
Marapoama,70937,26941.5,78403,29430.59,87538,32505.84,133100,47232.01
Mariápolis,42036,10734.32,32250,8225.06,36977,9418.39,52493,12938.91
Marília,4399401,20303.3,4900190,22454.35,5591596,25455.22,8514175,37241.93
Marinópolis,20324,9618.47,19796,9395.56,22050,10495.05,24098,11156.62
Martinópolis,256756,10583.51,331601,13610.83,379446,15486.33,387813,15224.47
Matão,2126847,27693.69,2430393,31492.79,2979554,38423.06,3148970,39104.04
Mauá,9491250,22745.46,9920338,23553.45,9185135,21603.49,10220780,23012.73
Mendonça,115787,24954.16,140590,29861.96,164409,34438.49,168668,33639.32
Meridiano,100243,26030.5,124098,32300.42,124971,32629.47,210404,53483.56
Mesópolis,48944,25951.42,43204,22944.33,41603,22129.31,40454,20906.59
Miguelópolis,360026,17612.09,420982,20474.78,476310,23045.78,536465,24985.58
Mineiros do Tietê,99826,8289.81,119161,9858.58,122984,10136.35,135835,10795.16
Mira Estrela,28116,9945.66,32249,11363.3,33842,11857.88,39009,13143.12
Miracatu,389150,18895.36,344867,16859.77,313295,15416.53,442187,21269.23
Mirandópolis,327318,11913.29,394486,14291.94,452068,16310.14,520056,18083.86
Mirante do Paranapanema,180167,10558.32,211428,12346.87,278103,16181.03,299118,16785.54
Mirassol,1006962,18713.63,1135678,20948.83,1309400,23973.78,1456296,25589.46
Mirassolândia,50214,11691.18,50341,11604.61,59918,13682.95,62858,13742.52
Mococa,1124902,16966.09,1252481,18878.31,1464155,22050.87,1709115,24917.85
Mogi das Cruzes,9454019,24413.79,10338885,26361.53,11291957,28481.38,12917527,31133.55
Mogi Guaçu,3568767,25995.13,3998275,28921.66,4417904,31735.3,4658690,32137.1
Moji Mirim,2623156,30415.51,2906429,33448.75,3090648,35416.41,3390654,37441.8
Mombuca,43793,13408.86,46298,14119.61,55031,16721.6,59971,17581.56
Monções,59177,27730.74,46062,21544.55,71185,33201.91,52467,23644.55
Mongaguá,439841,9497.76,497544,10551.69,581863,12126.18,692371,13672.13
Monte Alegre do Sul,123497,17277.2,148881,20632.04,152936,21013.47,149606,19703.13
Monte Alto,989970,21222.59,1093359,23324.99,1289001,27367.33,1404269,28713.04
Monte Aprazível,397776,18290.22,423603,19252.92,490677,22052.92,540062,23184.59
Monte Azul Paulista,299825,15837.76,315066,16684.26,385979,20489.4,415138,21425.39
Monte Castelo,58909,14498.88,57947,14265.63,67556,16639.39,72251,17256.11
Monte Mor,1951513,39850.38,2337788,46904.92,2651703,52299.77,2777872,51934.49
Monteiro Lobato,39813,9656.27,38971,9370.39,43115,10272.89,50560,11540.71
Morro Agudo,746017,25612.55,827543,28147.74,949738,32006.79,1038242,33501.4
Morungaba,330295,28050.52,354712,29777.68,370876,30778.08,405855,32157.11
Motuca,70331,16394.22,72763,16831.5,63454,14573.69,65945,14544.61
Murutinga do Sul,43765,10455.14,45930,10927.98,49702,11780.49,52437,11985.66
Nantes,66289,24487.9,71789,26190.98,82965,29908.04,77684,26741.46
Narandiba,156959,36595.74,218375,50433.09,188938,43225.41,209529,45909.14
Natividade da Serra,46299,6930,49919,7498.73,47836,7207.52,53988,7914.92
Nazaré Paulista,211497,12885.94,215765,13022.97,243788,14583.24,291184,16685.81
Neves Paulista,139982,15948.75,152165,17366.47,142219,16249.9,149328,16560.75
Nhandeara,179510,16737.51,209196,19431.16,231615,21433.91,233578,20849.57
Nipoã,65242,15264.94,74486,17115.44,75484,17050.77,76285,16338.53
Nova Aliança,65382,11098.63,76237,12752.89,80192,13230.77,86375,13566.11
Nova Campina,197835,23233.7,301277,34995.54,296487,34079.01,336120,36936.23
Nova Canaã Paulista,22588,10684.72,24243,11621.95,23451,11389.56,26175,12541.83
Nova Castilho,27688,24567.51,30388,26749.93,28813,25142.33,32377,27093.43
Nova Europa,185748,19970.74,193691,20489.92,264938,27594.78,255450,25272.1
Nova Granada,217871,11360.46,240706,12442.17,274882,14091.48,300808,14784.64
Nova Guataporanga,16563,7604.52,17653,8083.1,21321,9731.13,25984,11446.7
Nova Independência,58156,18930.93,72138,22929.95,69346,21536.04,76053,22218.16
Nova Luzitânia,27765,8069,30862,8830.22,32140,9063.78,36321,9742.77
Nova Odessa,1714292,33431.34,1977175,38062.11,2126725,40411.29,2404550,43537.81
Novais,40888,8898.3,44777,9533.05,52852,11013.09,49601,9746.63
Novo Horizonte,614481,16783.58,712005,19288.73,777750,20894.9,891785,22967.56
Nuporanga,292134,42853.76,353410,51547.49,378858,54954.73,356374,49745.13
